screen_name,followers,rt,text 
bigdata,44262,13,b'RT @TheAIConf: Registration for #TheAIConf in NY is now open! Discover the essentials in applied #AI.  https://t.co/03n3dvsU6W https://t.co\\u2026'
bigdata,44262,8,b'new post: An overview of commercial and industrial applications of reinforcement learning https://t.co/n352mpfYw3 https://t.co/Rrwd0gLXSG'
bigdata,44262,0,b'Boris Becker: Der Spieler \\U0001f3be is a really good documentary on one of the most interesting tennis players to watch. Sa\\u2026 https://t.co/exP5vYqsWy'
bigdata,44262,0,"b'.@beenwrekt  and Ali Rahimi are asking for more effort in justification, not less invention \\u21e2 we know how to be rig\\u2026 https://t.co/HG0iD3UTaw'"
bigdata,44262,5,b'Incorporating human input into #AI products through simple statistical ideas: new essay from Bin Yu and Karl Kumbie\\u2026 https://t.co/PPTQcvbD61'
bigdata,44262,1,"b'.@Facebook and ""patriotic trolling"": a must-read, disturbing piece on the role Facebook plays in societal discourse\\u2026 https://t.co/vKhRUu61Du'"
bigdata,44262,4,b'RT @carmeartigas: Thanks @strataconf for this great event #StrataData #Singapore. It has been a pleasure to join you as speaker. Unique loc\\u2026'
bigdata,44262,4,b'RT @profjsb: #StrataData Singapore 2017 is a wrap!\\n\\nI am very thankful to have been invited to keynote on Industrial Machine Learning along\\u2026'
bigdata,44262,1,b'Thank you \\U0001f64f #Singapore and #ASEAN for hosting another outstanding #stratadata conference. SG \\U0001f6eb SFO https://t.co/kHltYUIIop'
bigdata,44262,11,b'RT @strataconf: Get unparalleled depth &amp; breadth in #machinelearning &amp; #deeplearning at #StrataData San Jose\\u2014sessions w/@soliverost @quanti\\u2026'
bigdata,44262,2,"b'Machine learning, recommenders, and using data to drive digital transformation @Spotify: a conversation with Christ\\u2026 https://t.co/UBNseR1kUB'"
bigdata,44262,0,"b'Filipino food, Mankasutra Gluttons Bay in Singapore https://t.co/2syPgn1Ri1'"
bigdata,44262,12,b'RT @chezou: #StrataData / \\u201cGitHub - ceteri/pytextrank: A pure Python impl of TextRank for document summarization\\u201d https://t.co/bV7CnT5UX6'
bigdata,44262,2,b'.@pascalefung on the importance of emotionally intelligent #AI \\U0001f449 #StrataData https://t.co/067KidJuVk'
bigdata,44262,6,b'.@KiraRadinsky on #datascience in healthcare and drug discovery \\U0001f64f#StrataData https://t.co/AY72O30zFD'
bigdata,44262,2,b'#stratadata https://t.co/0l9DbvapVj'
bigdata,44262,0,b'.@AjeyGore is giving a great overview of Go-Jek\\u2019s evolution and growth https://t.co/J3HdRUuRQ6'
bigdata,44262,5,"b'RT @profjsb: Inspiring #StrataData talk by @carmeartigas, bringing data to measuring intelligent and emotional societies https://t.co/qa2x7\\u2026'"
bigdata,44262,1,"b'I plan to attend speed networking at #StrataData Singapore (Thursday, 0815, 404 Foyer) \\U0001f51c See you tomorrow!\\u2026 https://t.co/EFnzyzPWr5'"
bigdata,44262,4,b'RT @strataconf: Freedom or safety? @olympum debates giving up rights/control vs. make our transportation safer &amp; smarter. #StrataData https\\u2026'
bigdata,44262,7,b'RT @olympum: Only all of us together can make the roads safer. It just won\\u2019t happen with 100 or 1000 test AVs. Drive with @getnexar V2V net\\u2026'
bigdata,44262,0,b'Steamed chicken and kangkong \\U0001f590 Chin Chin is hopping tonight #Singapore https://t.co/xcHQeBkdtA'
bigdata,44262,16,"b'RT @anandology: Slides of my talk ""Managing Machine Learning Models in Production"" at @strataconf singapore are available at\\nhttps://t.co/1\\u2026'"
bigdata,44262,1,b'Streaming analytica @GrabSG @GrabID @grabph: Andreas Hadimulyono explains their realtime platform at #StrataData Si\\u2026 https://t.co/YrdnGhIFFc'
bigdata,44262,2,b'Privacy by design @LinkedInEng : packed room at #StrataData talk by @shirshanka and @tusharis https://t.co/wYzmcBmvSz'
bigdata,44262,5,b'RT @carmeartigas: Prif.Joshua Bloom @profjsb from @generalelectric #GEdigital on how #ML is applied to #IndustrialIoT #StrataData #Singapor\\u2026'
bigdata,44262,3,"b'RT @ginablaber: Using #machinelearning responsibly requires identifying and minimizing effects of disparate impact, disproportionate error\\u2026'"
bigdata,44262,10,"b""RT @strataconf: Association bugs, bias &amp; fairness, multiple models breaking bad: @OReillyMedia's @bigdata on the responsible deployment of\\u2026"""
bigdata,44262,4,b'Accelerating #DeepLearning training with BigDL and Drizzle on #ApacheSpark \\U0001f64f @IntelAI @ucbrise\\u2026 https://t.co/1YoUjt2k5C'
bigdata,44262,0,b'Our annual visit to Lau Pa Sat in Singapore yielded some delicious Saba https://t.co/IZW5umyQ3e'
bigdata,44262,0,b'Sunday in Little India in Singapore means a stop at Usman\\u2019s https://t.co/baC6zeVdy9'
bigdata,44262,0,b'A surprising resident in this temple \\U0001f64f in Singapore https://t.co/ba0YjjoNf1'
bigdata,44262,0,b'Stumbled upon the first Teochew temple in Singapore https://t.co/pcOr4uUE1J'
bigdata,44262,0,b'Beautiful Peranakan temple near China town in Singapore https://t.co/cWR9kHy6tM'
bigdata,44262,0,b'Very good exhibition at the Chinese Heritage Center in Singapore. https://t.co/M0QgesiUA6'
bigdata,44262,2,b'#StrataData Singapore kicks off tomorrow with 2-day training courses. And I\\u2019m always happy to be back in my home region of Southeast Asia!'
bigdata,44262,2,b'RT @olympum: I had a great convo with @slevene and @joshmohrer at #SLUSH2017 fireside chat on driverless cars V2V and @getnexar. Come to @s\\u2026'
bigdata,44262,1,b'Historical site in Shanghai https://t.co/Gi6wtf4lU9'
bigdata,44262,0,b'PyTorch implementation of StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translat\\u2026 https://t.co/zJ9o9Tv1qj'
bigdata,44262,10,"b'RT @strataconf: The Pavilion Plus pass is now available for #StrataData Singapore https://t.co/fYOSLj5yfK Get access to exhibitors, network\\u2026'"
bigdata,44262,8,b'RT @AjeyGore: I will be talking about how a small start-up can impact entire eco-system. join me on 7th December for this quick 15 minutes\\u2026'
bigdata,44262,4,b'See you next week in Singapore \\U0001f51c we have another outstanding #StrataData program for you\\U0001f38a  #smartnation #SmartCity\\u2026 https://t.co/Uy2CMnd9V0'
bigdata,44262,0,b'Temperature is just right in Shanghai https://t.co/IP5Vo5r3Ll'
bigdata,44262,2,"b""RT @TeamAnodot: We're honored to be among the first #ArtificialIntelligence companies in the new #MachineLearning competency announced toda\\u2026"""
bigdata,44262,4,b'BigDL in production: an image-based recommender from @mlslistingsinc @IntelAI @Azure #deeplearning #ApacheSpark\\u2026 https://t.co/waBwQHHLcO'
bigdata,44262,13,b'VoxelNet from @Apple: removes bottleneck of manual feature engineering in LiDAR-based 3D detection \\U0001f697\\u2026 https://t.co/wz5iP23wNN'
bigdata,44262,8,b'The current state of #apachekafka: a conversation with @nehanarkhede @confluentinc https://t.co/O8YxvUFAIJ'
bigdata,44262,4,b'Immediate TODO\\U0001f5d3  #StrataData London 2018 Call For Speakers closes TODAY https://t.co/0p9iVWCClX https://t.co/gSb3As6gzS'
bigdata,44262,19,b'Time Series Database lecture series from @SCSatCMU: @karthikz @streamlio + @michaelfreedman @timescaledb +\\u2026 https://t.co/9hIbwVBzFM'
bigdata,44262,2,"b'Very good @AlJazeera documentary on the work of @aamir_khan \\U0001f4fa  he hosts Satyamev Jayate, a TV show in #India which\\u2026 https://t.co/r5AfE2Ayrt'"
bigdata,44262,5,b'A data analytics approach to study job hops at a large scale: people are more likely to get promoted due to interna\\u2026 https://t.co/geFb34fwbW'
bigdata,44262,15,"b'Why Apache Bookkeeper for #realtime storage? @sijieg @streamlio on I/O isolation, data distribution, scalability an\\u2026 https://t.co/MkAA2WvTmi'"
bigdata,44262,1,b'A cloud analytics platform optimized from the ground up \\U0001f44d @matei_zaharia and Peter Carlin provide a technical overv\\u2026 https://t.co/7oi4czzprD'
bigdata,44262,0,b'@ParagonSci_Inc @dr_steve_kramer Thank *you* for writing it \\U0001f4dd'
bigdata,44262,1,"b'Good post by @Apple #MachineLearning team \\u21e2 on building &amp; deploying a computer vision system that does ""not interfe\\u2026 https://t.co/lpClCQ94SQ'"
bigdata,44262,3,b'Information entropy &amp; social media: good post on #machinelearning and #fakenews by @dr_steve_kramer @ParagonSci_Inc\\u2026 https://t.co/Iykm2hlnlL'
bigdata,44262,5,b'Weekend TODO\\U0001f5d3 #StrataData London 2018 Call For Speakers closes November 21st https://t.co/0p9iVWl1up https://t.co/PZHlwNfwP2'
bigdata,44262,2,"b'Scott Aaronson: ""Quantum computing is the study of what we can\'t do even with computers we don\'t have""\\u2026 https://t.co/rfWRe4tzpN'"
bigdata,44262,2,b'Congratulations to @honnibal &amp; team @spacy_io for a major release \\U0001f44f version v2.0.0 #NLProc https://t.co/9WNpgzXeGs https://t.co/MApHNTbSRg'
bigdata,44262,10,b'Building a natural language processing library for #ApacheSpark: a conversation\\U0001f399 with @davidtalby of Pacific.ai &amp;\\u2026 https://t.co/Dg3WRujHOv'
bigdata,44262,0,b'I learn so much about film\\U0001f3ac and history listening to episodes of @RememberThisPod \\U0001f64f @KarinaLongworth https://t.co/iFTmKvUFwY'
bigdata,44262,0,b'Cool coffee table \\U0001f3c4\\U0001f3fb https://t.co/AvHSZdsrgm'
bigdata,44262,17,"b'RT @michaelarmbrust: 4 years later, still loving working @databricks. The \\U0001f332 is a lot bigger too! #sparksql #structuredstreaming #databricks\\u2026'"
bigdata,44262,8,b'Weekend TODO: Nov 14th is the deadline to submit a talk for the first #TheAIConf events in 2018: Beijing\\U0001f1e8\\U0001f1f3 and NYC\\u2026 https://t.co/RuYKBoW7rm'
bigdata,44262,10,b'Building a natural language processing library for #ApacheSpark: a conversation\\U0001f399 with @davidtalby of Pacific.ai &amp;\\u2026 https://t.co/LWjwDc7oOO'
bigdata,44262,5,"b""Enabling #DeepLearning on #IoT devices: nice article by Perceptin's Shaoshan Liu &amp; crew https://t.co/Mtq28aeLuP https://t.co/KFeJuBHJA5"""
bigdata,44262,0,b'.@GoogleBrain @CornellCIS on why Erdos-Selfridge-Spencer games can be rich environments for investigating deep rein\\u2026 https://t.co/GB1gsvvYWC'
bigdata,44262,4,"b'Feature Visualization \\u21e2 how neural networks build up their understanding of images, from @GoogleBrain\\u2026 https://t.co/fgmhZJWgg8'"
bigdata,44262,1,b'Great to see people supporting @latimes on this \\u21e2 \\u201cJournalists boycott Disney in solidarity with the LA Times\\u201d\\n\\nhttps://t.co/xti9pWuX8Y'
bigdata,44262,2,b'Eager Execution in #TensorFlow:  an imperative style interface that allows operations to be run immediately\\u2026 https://t.co/Q9n0RJ9TyJ'
bigdata,44262,5,b'How companies can navigate the age of machine learning https://t.co/YHqvJpM3s8 https://t.co/vnCVoqhVN9'
bigdata,44262,1,"b'RT @Graphistry: A big thank you to @RepRatcliffe @nvidia and all our federal partners for the busy week in DC, on-stage and off! Cybersecur\\u2026'"
bigdata,44262,7,"b'Pyro from @Uber AI : probabilistic programming language, supported by PyTorch on the backend\\u2026 https://t.co/q7uEJh8K9b'"
bigdata,44262,1,b'Journalism and freedom of expression: read this thread from @JuliaAngwin - two time #StrataData keynote speaker \\U0001f399 https://t.co/93iV6dueQK'
bigdata,44262,8,b'Coach from @IntelAI: open source research framework for training and evaluating reinforcement learning agents\\u2026 https://t.co/LsLFvCO72o'
bigdata,44262,112,"b'An implementation of Mask R-CNN on Python 3, Keras, TensorFlow: documented and designed to be easy to extend\\u2026 https://t.co/Bm8YWjYKJC'"
bigdata,44262,0,b'Halloween \\U0001f383 in the neighborhood https://t.co/eg0Q1M3F20'
bigdata,44262,2,b'adversarial examples are a larger problem in real world systems than previously thought https://t.co/kRQLThxSz5 https://t.co/fEwxynSn9E'
bigdata,44262,2,"b'PyBullet \\u21e2 easy to use Python module for physics simulation for robotics, games, visual effects, #MachineLearning\\u2026 https://t.co/SWjIcWmka0'"
bigdata,44262,1,"b'Strategies for increasing safety in #MachineLearning (harm, risk, uncertainty) #ethics #GDPR https://t.co/JE9ncT8DoM'"
bigdata,44262,2,"b'Subgraphs is a visual IDE for developing computational graphs, particularly for #deeplearning\\u2026 https://t.co/bP8DK9lG0y'"
bigdata,44262,0,"b""I've loved listening to @JohnnyCleggReal \\U0001f64f Johnny for years of great \\U0001f3b6 &amp; more \\u21e2 great piece by @anastasiat @npratc https://t.co/PcsUuO9qh8"""
bigdata,44262,12,"b'Messaging, storage, or both: summary of a recent #StrataData presentation by @merlimat @sijieg @streamlio https://t.co/PNS1TPBDdH'"
bigdata,44262,7,b'Benchmarking #deeplearning models on clinical\\U0001f691 prediction tasks: including mortality &amp; length of stay \\U0001f3e5\\u2026 https://t.co/QYA4A88lnS'
bigdata,44262,0,"b'Machine intelligence for content distribution, logistics, #smartcities, \\U0001f4b3: conversation w/ @yushan_l @CNTechInsights https://t.co/qPEGoQ6evd'"
bigdata,44262,0,b'@deliprao @r7dotai @bcmcmahan \\U0001f44f\\U0001f44f\\U0001f44f'
bigdata,44262,1,"b""RT @Lornestar: As a Blockchain educator, I'm always asked....should I invest in _____.  This trend really shows how much of a bubble we are\\u2026"""
bigdata,44262,0,b'Question: which iphone to buy?'
bigdata,44262,4,b'@databricks Here is a live demo of @Databricks Delta by @michaelarmbrust at the recent #SparkSummit\\u2026 https://t.co/Eh8FiTH1Cu'
bigdata,44262,6,b'PDE-Net: accurately predict the dynamics of complex systems and\\nto uncover the underlying hidden PDE models\\u2026 https://t.co/vbEiJJBLl9'
bigdata,44262,3,"b'Machine intelligence for content distribution, logistics, #smartcities, \\U0001f4b3: conversation w/ @yushan_l @CNTechInsights https://t.co/qPEGoQ6evd'"
bigdata,44262,16,"b'I \\u2764\\ufe0f @Databricks Delta: reliably upload, query, update data at massive scale &amp; low cost \\u21e2 analytics just got easier\\u2026 https://t.co/33wZGfNnWo'"
bigdata,44262,10,b'RT @TheAIConf: #TheAIConf is coming to Beijing April 10-13 https://t.co/Y3sPQNu8sq Apply to speak by Nov 7 - proposals accepted in Chinese\\u2026'
bigdata,44262,0,"b""\\U0001f51c Bummed that I won't be @ #SparkSummit for a \\U0001f192 set of announcements by @michaelarmbrust &amp; Ali Ghodsi @databricks https://t.co/vkLxOel5rC"""
bigdata,44262,4,b'new post: How companies can navigate the age of machine learning https://t.co/YHqvJpM3s8 https://t.co/UBJlttf8rO'
bigdata,44262,1,b'Spotted in San Francisco (Bernal Heights) https://t.co/oKt2eCcndr'
bigdata,44262,3,b'An efficient online #MachineLearning framework to model nonstationary data streams with concept drift \\u21e2 @GEResearch\\u2026 https://t.co/LDctdaWkUo'
bigdata,44262,1,b'The Call For Speakers for 2018 #TheAIConf NYC &amp; Beijing are open  \\U0001f197 to submit English proposals to our Beijing even\\u2026 https://t.co/N148wikup4'
bigdata,44262,28,"b'\\U0001f38aIntroducing Spark NLP, large-scale NLP made simple: #nlproc library for #apachespark courtesy of @davidtalby &amp; tea\\u2026 https://t.co/RVqDXFWbSx'"
bigdata,44262,6,b'RT @strataconf: Turn algorithms into advantage - Early Price for #StrataData Singapore ends tomorrow https://t.co/xXp85v5HfI #AI #ML #datas\\u2026'
bigdata,44262,2,"b'How can a visual agent learn to look around, independent of a recognition task? #reinforcementlearning @UTCompSci\\u2026 https://t.co/mVkrMgcbL4'"
bigdata,44262,0,b'Find the anomaly: a halloween\\U0001f383 challenge from @TeamAnodot https://t.co/IZLYWFG2xk'
bigdata,44262,4,"b'\\U0001f195 @ucbrise report\\U0001f44f AI applications means tackling challenges related to systems, security &amp; computer architecture\\u2026 https://t.co/nAciWTO48n'"
bigdata,44262,13,"b""RT @strataconf: Don't miss the best &amp; brightest in #bigdata. Early Price for #StrataData Singapore ends October 20 https://t.co/xXp85uO5R8\\u2026"""
bigdata,44262,7,b'Shrinking &amp; running machine learning on low-cost embedded devices:  Edge #machinelearning from @MSFTResearch https://t.co/infDOYUQLN'
bigdata,44262,6,b'Vehicle-to-vehicle communication networks will fuel #SmartCities #SmartNation: conversation w/ @olympum @getnexar\\u2026 https://t.co/DILt7Z4Uh3'
bigdata,44262,8,b'\\U0001f5d3 #StrataData London 2018 Call For Speakers is now open! https://t.co/0p9iVWCClX https://t.co/NRfU4qJROp'
bigdata,44262,2,"b'I enjoyed this @mrtz @UCB_EECS talk on vanishing gradients in #deeplearning (ReLU, residual networks, &amp; more) https://t.co/j9Kquq5h8x'"
bigdata,44262,0,b'Vehicle-to-vehicle communication networks will fuel #SmartCities #SmartNation: conversation w/ \\n@olympum @getnexar\\u2026 https://t.co/bnmowc2ucs'
bigdata,44262,5,"b""The Case for Continuous Learning at The Edge: \\U0001f192 post by @olympum, he's keynoting #StrataData Singapore #smartnation\\u2026 https://t.co/kHz2fuRdRw"""
bigdata,44262,8,"b'RT @pwendell: My wife @kayousterhout will be speaking in the ""Women In Big Data"" meetup on 11/8 @databricks in SF! https://t.co/cFNMYClNVu'"
bigdata,44262,4,b'Learn the latest in #datascience &amp; #machinelearning at #StrataData Singapore #smartnation #SmartCity\\u2026 https://t.co/xXKSxXiXkm'
bigdata,44262,8,b'Data liquidity in the age of inference: great post on Data Exchanges by #TheAIconf co-chair @rgrchen\\u2026 https://t.co/vr3S65lclb'
bigdata,44262,4,b'Why #AI &amp; #deeplearning researchers are beginning to embrace #PyTorch: a conversation w/ @soumithchintala @Facebook\\u2026 https://t.co/JB0epkVQhz'
bigdata,44262,3,b'Heterogeneous computing for #bigdata &amp; #AI: introducing the SPU - Slide rule Processing Unit https://t.co/EVKRrpnRZ7'
bigdata,44262,0,b'Atari &amp; deep reinforcement learning: DQN &amp; handcrafted features come out indistinguishable in terms of performance\\u2026 https://t.co/uWNlaN0ywh'
bigdata,44262,2,"b'Problems in reproducibility in reinforcement learning: report hyperparameters, implementation details, setup, ...\\u2026 https://t.co/nV7UyX4cVF'"
bigdata,44262,3,b'The Call For Speakers for 2018 #TheAIConf NYC &amp; Beijing are open https://t.co/1GsRKIG5jT \\U0001f197 to submit English propos\\u2026 https://t.co/myMMqPGsYU'
bigdata,44262,0,b'How can we guarantee that our new data-driven automated systems are robust? \\U0001f192 \\U0001f195\\xa0technical paper by @beenwrekt &amp; tea\\u2026 https://t.co/0v9JjvxH3w'
bigdata,44262,18,b'RT @OReillyMedia: .@bigdata takes a look at the common challenges faced by companies wanting to use #datascience &amp; #machinelearning https:/\\u2026'
bigdata,44262,16,"b'Messaging, storage, or both? realtime journey of Apache Pulsar, DistributedLog, BookKeeper \\u21e2 great post by @sijieg\\u2026 https://t.co/1Upl63gnfQ'"
bigdata,44262,0,b'Guardians can sell the assets &amp; control the lives of senior citizens without their consent \\U0001f64f Rachel Aviv @NewYorker https://t.co/PmLHLaVDxp'
bigdata,44262,4,"b""BigDL (from @Intel) in production at JD - one of China's largest technology companies \\u21e2 #Deeplearning #apachespark\\u2026 https://t.co/ZNqo1RiT86"""
bigdata,44262,4,b'Definitive &amp; accessible guide to anomaly detection \\U0001f525 I highly recommend this 3-part series from @TeamAnodot\\u2026 https://t.co/T2re7Sv0un'
bigdata,44262,2,b'Anomaly detection on Live data (starting slide 12) \\U0001f4dd good talk at #StrataData NYC by @arun_kejariwal\\u2026 https://t.co/RcbJf7jNZW'
bigdata,44262,3,b're: Spark structured streaming usage came up at #StrataData \\u21e2 this cites 3 trillion records processed in production https://t.co/7x5FWErCuM'
bigdata,44262,1,b'Transforming organizations through analytics centers of excellence: a conversation w/ @carmeartigas @synergicpartner https://t.co/DIeGPPldO4'
bigdata,44262,21,"b""BigDL (from @Intel) in production at JD - one of China's largest technology companies \\u21e2 #Deeplearning #apachespark\\u2026 https://t.co/hRP1kJYG0c"""
bigdata,44262,6,"b'Very \\U0001f192 study of 800 professional data scientists: background, activities, tools, challenges \\U0001f44f Miryung Kim @CS_UCLA\\u2026 https://t.co/KsCYYo8HvL'"
bigdata,44262,2,b'Another outstanding #StrataData NYC\\U0001f5fd is behind us \\U0001f64f everyone who attended &amp; contributed \\u21e2 official photo\\U0001f4f8 album https://t.co/SGT6GLNBDy'
bigdata,44262,0,b'The Call For Speakers for 2018 #TheAIConf NYC (deadline Nov 14) &amp; Beijing (deadline Nov 7) are open\\u2026 https://t.co/E27uiIPrdD'
bigdata,44262,2,b'If you are at #stratadata make sure you stop by the innovators pavilion - aisle 1000 and 900 - for interesting data\\u2026 https://t.co/mu6xNbHErU'
bigdata,44262,4,b'Transforming organizations through analytics centers of excellence: a conversation w/ @carmeartigas @synergicpartner https://t.co/DIeGPPldO4'
bigdata,44262,6,b'Exactly Once Lapalooza at #StrataData NYC \\u2728 @deanwampler hosts @ApacheKafka @heronstreaming @ApacheApex https://t.co/4qH3I0UnQq'
bigdata,44262,3,"b'RT @ginablaber: Fairness, transparency, and ethics - important topics in the age of machine learning. @bigdata #StrataData'"
bigdata,44262,7,b'If you are at #stratadata make sure you stop by the innovators pavilion - aisle 1000 and 900 - for interesting data\\u2026 https://t.co/ddnTVaK3sQ'
bigdata,44262,39,b'RT @mikiobraun: A quote from Michael Jordan (the researcher) from @bigdata\\u2018s #stratadata keynote. https://t.co/qQ1akU9M47'
bigdata,44262,9,b'\\U0001f4d6 #StrataData tutorial on Streaming Architectures by @karthikz @sanjeevrk @arun_kejariwal @sijieg @merlimat @nlu90  https://t.co/TVVX0L5DOx'
bigdata,44262,3,"b'\\u26a1\\ufe0f \\u201cHardcore Data Science, Strata Data 2017, NYC\\u201d\\n\\nhttps://t.co/cTKKuqb0ov'"
bigdata,44262,0,b'Shaked Shammah closes #stratadata #hardcoredatascience with a talk on failures of gradient-based #DeepLearning https://t.co/RZY5mANOtx'
bigdata,44262,0,b'Deep learning for perception in autonomous vehicles \\U0001f697 have specific requirements: Bichen Wu @UCB_EECS #StrataData\\u2026 https://t.co/r3jAFsgzdF'
bigdata,44262,4,b'Inbal Tadeski @TeamAnodot on scalable methods for correlating metrics at scale #StrataData #hardcoredatascience\\u2026 https://t.co/7Ix2mbnTjZ'
bigdata,44262,3,b'Daniel Kang @stanford describes NoScope a system for fast querying of video #StrataData #hardcoredatascience https://t.co/tnA201HZvj'
bigdata,44262,2,b'.@ta_broderick @MIT_CSAIL:  is giving a great talk on how to use Bayesian #MachineLearning at scale #StrataData\\u2026 https://t.co/XxnkKf80pd'
bigdata,44262,2,"b'5M words, 300 languages: @gdm3000 on their large collection of multilingual word vectors #StrataData\\u2026 https://t.co/rAgxs726Ar'"
bigdata,44262,8,"b'.@alanmnichol on why natural language understating, is very hard in real-world systems #StrataData\\u2026 https://t.co/LnJWoRyvY1'"
bigdata,44262,3,b'Jointly model risk of different diseases &amp; other applications of #MachineIntelligence \\U0001f691 Health: @kat_heller\\u2026 https://t.co/STqOJJLLUu'
bigdata,44262,0,b'Yunsong Guo @Pinterest on predicting the relevance of 200B user-pin combos in the home feed #StrataData\\u2026 https://t.co/0r4YycDfI6'
bigdata,44262,1,b'.@madeleineudell research on low rank models was inspired by her work in the Obama2012 campaign #StrataData\\u2026 https://t.co/puHct7wZwe'
bigdata,44262,4,b'.@ajratner @HazyResearch  describes how Snorkel &amp; weak supervision can be used to get training data #StrataData\\u2026 https://t.co/RuzaCgnz8g'
bigdata,44262,1,b'Pomegranate is an impressive and easy to use package: @jmschreiber91 #stratadata #hardcoredatascience https://t.co/VgYl6ih9kQ'
bigdata,44262,14,b'RT @jamescham: Who is going to be the Peter Drucker of Machine Intelligence? @roybahat and I have some thoughts... https://t.co/5ufA9GDx8w'
bigdata,44262,0,b'See you tomorrow morning: HDS is returning to #StrataData NYC  Sept 26th \\U0001f44f we have another great lineup\\u2026 https://t.co/5DI8tTPM0B'
bigdata,44262,2,"b'Digdag from @TreasureData is an open-source, distributed, (multi-cloud) workflow engine https://t.co/5KVWzLqqDf'"
bigdata,44262,2,b'Landed in NYC #StrataData 2-day trainings begin tomorrow morning https://t.co/CqF11Qp8gt'
bigdata,44262,0,"b'@alanmnichol My bad, fixed and reposted   https://t.co/FpZftEp3OR'"
bigdata,44262,5,b'HDS is returning to #StrataData NYC \\U0001f5d3 Sept 26th \\U0001f44f we have a great lineup: #deeplearning &amp; more\\u2026 https://t.co/xZJZXU3McG'
bigdata,44262,2,b'Tamara Broderick @MIT_CSAIL will talk on Bayesian machine learning at scale \\U0001f44d + @jmschreiber91 @kat_heller + more\\u2026 https://t.co/D1ygiuhiij'
bigdata,44262,0,b'HDS is returning to #StrataData NYC \\U0001f5d3 Sept 26th \\U0001f44f we have a great lineup: #deeplearning &amp; more\\u2026 https://t.co/IScKCUWQxf'
bigdata,44262,5,b'RT @rgrchen: I just published \\u201cData liquidity in the age of inference\\u201d https://t.co/ppdKLHQO0W'
bigdata,44262,6,b'Visualization tool to enable interactive exploration of the dataflow architecture behind TensorFlow models\\u2026 https://t.co/1ak5ABbcy7'
bigdata,44262,2,"b'Great article on Sensor Fusion (via #deeplearning) for autonomous vehicles, featuring @fiandola of DeepScale\\u2026 https://t.co/af1NeEjCC2'"
bigdata,44262,8,"b""That's a wrap! \\U0001f64f for making the first #TheAIconf in the SF Bay Area a resounding success \\u21e2 conference photo album \\U0001f4f8\\u2026 https://t.co/PEGWnvm5lY"""
bigdata,44262,2,"b'@TheAIConf We are accepting English proposals for #TheAIconf Beijing, go to https://t.co/1GsRKIG5jT'"
bigdata,44262,18,"b""RT @TheAIConf: Thank you for a great #TheAIConf! We'll be in NY April 29\\u2013May 2 &amp; the call for speakers is open. Save our 2018 dates https:/\\u2026"""
bigdata,44262,2,b'@atalwalkar Scalable Deep Learning: @atalwalkar of determined.ai #theAIConf https://t.co/RNlW3ASkTD'
bigdata,44262,0,"b'Shaoshan Liu of Perceptin: sensors, computer vision, autonomous driving 4 pm #theAIConf'"
bigdata,44262,1,b'.@atalwalkar of determined.ai will explain how you get to Scalable #DeepLearning 4 pm at #theAIConf'
bigdata,44262,0,b'@GregoryDiamos @BaiduResearch Next up Nigel Toon @graphcoreai 1445 Hardware at #theAIConf'
bigdata,44262,1,b'.@olympum @getnexar #deeplearning at the edge 1345 #theAIConf'
bigdata,44262,1,b'.@GregoryDiamos @BaiduResearch HPC in deep learning 1345 at #theAIConf'
bigdata,44262,58,"b'RT @davidandrzej: ""We\'re in a very empirical era in machine learning...but theory is lagging behind."" - Michael Jordan (@berkeley_ai ) #the\\u2026'"
bigdata,44262,0,b'@ucbrise Michael Jordan @ucbrise at #TheAIConf https://t.co/MnTd2A8kfZ'
bigdata,44262,2,"b""#TheAIConf you won't want to miss Michael Jordan @ucbrise on How to escape saddle points efficiently \\U0001f563\\u2026 https://t.co/6EhSfsLQSK"""
bigdata,44262,1,"b'@ucbrise ""Self-supervised visual learning and synthesis"": Alyosha Efros of Berkeley #AI Research at 11:05 a.m.\\u2026 https://t.co/0q4WU9qki0'"
bigdata,44262,1,"b'#TheAIConf set your alarm clock \\U0001f556 Michael Jordan @ucbrise on ""How to escape saddle points efficiently""\\u2026 https://t.co/aywV2DIvaP'"
bigdata,44262,28,b'RT @Reza_Zadeh: Slides from The AI Conference talk today on Matroid: Scaling CNNs with Kubernetes and TensorFlow #TheAIConf. https://t.co/k\\u2026'
bigdata,44262,0,"b'""Scaling CNNs with Kubernetes and TensorFlow"": @Reza_Zadeh @matroid at #theAIConf https://t.co/624E1NU3CS'"
bigdata,44262,0,b'Congrats to @Reza_Zadeh and Team @matroid !! Reza is speaking at 4 pm today here at #theAIConf https://t.co/I3hciS7lDS'
bigdata,44262,0,b'@matroid Congrats to @Reza_Zadeh and Team @matroid !! Reza is speaking at 4 pm today here at #theAIConf'
bigdata,44262,4,"b""RT @TheAIConf: #AI Tools: A common representation of the AI computing stack &amp; how it'd be implemented for a specific use case -@bigdata @rg\\u2026"""
bigdata,44262,4,b'Ion Stoica @databricks &amp; Director of @ucbrise on Ray: distributed framework for reinforcement learning applications\\u2026 https://t.co/CsreLRECve'
bigdata,44262,16,"b'RT @TheAIConf: The state of #AI adoption by @bigdata @rgrchen #TheAIConf\\nAI, #DeepLearning trends in last few years are all pointing up and\\u2026'"
